Des'n	H	G	Epoch	M	Peri.	Node	Incl.	e	n	a	#Obs	#Opp	rms	Per	ts
d	c	c	d	c	c	c	c	c	c	c	c	c	c	d	d
X2446	19.7	0.15	K161D	4.23824	293.36151	109.39888	8.91924	0.4105946	0.6064233	1.3823525	642	8	0.33	M-h	3Eh
X3521	19.9	0.15	K161D	255.70816	249.45497	300.5554	12.51529	0.373187	0.70334054	1.2522536	106	5	0.43	M-h	3Eh
X3578	20.2	0.15	K161D	237.81091	196.91951	169.50894	11.68182	0.3770852	0.49908196	1.5740607	288	6	0.42	M-h	3Eh
X7075	19.7	0.15	K161D	52.61825	115.24557	308.55184	9.63799	0.590774	0.35288867	1.9832505	177	5	0.52	M-h	3Eh
X7558	19.3	0.15	K161D	48.41045	99.71829	359.47059	4.81631	0.5820284	0.35853795	1.9623628	89	5	0.43	M-h	3Eh
Y1843	20	0.15	K161D	303.15949	234.81819	93.39603	7.43665	0.083561	1.05059576	0.9583238	989	3	0.38	M-v	3Eh
Y2866	20.1	0.15	K161D	287.77369	83.89132	232.65762	3.40896	0.5955718	0.51710526	1.5372697	178	5	0.45	M-h	3Eh
Y4076	18.8	0.15	K161D	90.65661	94.02105	223.74932	6.55795	0.7468065	0.35226468	1.9855919	140	4	0.57	M-v	3Eh
Y8306	21.5	0.15	K161D	59.45702	155.87701	117.56314	5.88252	0.5701248	1.20964904	0.8723614	144	5	0.51	M-h	3Eh
Y8314	17.9	0.15	K161D	213.0863	84.18797	292.48578	30.12313	0.2780668	0.75967847	1.1895504	361	4	0.4	M-v	3Eh
Y8400	17.3	0.15	K161D	40.22442	206.04022	132.28028	10.85961	0.5365218	0.2970908	2.2243848	1119	8	0.31	M-h	3Eh
Y9068	18.3	0.15	K161D	292.33318	105.47415	116.73979	38.24285	0.4258696	0.6475997	1.3231171	284	5	0.45	M-h	3Eh
Y9507	18.6	0.15	K161D	357.66987	254.83457	1.98825	13.58204	0.5812821	0.78192707	1.1668774	165	6	0.53	M-v	3Eh
Z0523	21.1	0.15	K161D	247.8635	205.95729	203.87439	3.55492	0.2025418	0.83496975	1.1169204	143	4	0.54	M-h	3Eh
Z0751	20.8	0.15	K161D	76.56608	118.87862	162.37726	0.57143	0.2562397	0.88966191	1.0706628	240	5	0.49	M-h	3Eh
Z2102	19.5	0.15	K161D	31.30471	68.10721	305.56192	42.0166	0.6561066	0.32617182	2.0901226	77	5	0.49	M-h	3Eh
Z4182	20.7	0.15	K161D	49.33566	245.4996	0.69805	8.70146	0.2381656	0.8040432	1.1453805	134	5	0.65	M-h	3Eh
Z6991	18.9	0.15	K161D	270.37079	332.93537	299.04527	8.17093	0.532568	0.32298443	2.103851	195	5	0.51	M-v	3Eh
Z7022	19.1	0.15	K161D	312.66945	250.22496	293.29434	34.51871	0.329571	0.67679282	1.2847902	224	5	0.59	M-h	3Eh
Z7024	19.1	0.15	K161D	239.79372	9.4608	3.1078	3.72187	0.4010792	0.46357406	1.6534458	104	7	0.54	M-h	3Eh
Z7028	19.4	0.15	K161D	207.81994	285.85271	10.53242	9.2269	0.6147372	0.60620285	1.3826876	89	5	0.55	M-h	3Eh
Z7439	19.3	0.15	K161D	208.11197	311.44155	126.7092	23.77605	0.4025245	0.53530353	1.5022284	929	7	0.42	M-h	3Eh
Z7594	19.5	0.15	K161D	12.23283	356.13855	73.78319	27.29788	0.2783899	0.62455264	1.3554703	135	6	0.5	M-h	3Eh
Z7622	20.3	0.15	K161D	281.25253	342.0475	72.9248	3.1698	0.5382972	0.87395584	1.0834521	220	8	0.47	M-h	3Eh
Z8471	19.1	0.15	K161D	64.69499	47.25278	11.22631	5.80202	0.5976015	0.38392174	1.8748833	81	4	0.38	M-v	3Eh
Z8744	18.8	0.15	K161D	356.88106	156.98001	121.57536	3.92449	0.5106232	0.39513613	1.8392392	125	4	0.38	M-h	3Eh
Z9170	20	0.15	K161D	255.43931	53.12287	349.79013	11.91381	0.4653951	0.5133349	1.5447879	81	5	0.37	M-h	3Eh
Z9369	18.5	0.15	K161D	314.9545	67.41761	138.90804	3.38824	0.698183	0.31358624	2.1456788	138	6	0.42	M-h	3Eh
a0191	20.6	0.15	K161D	118.95871	105.19001	194.73334	2.53075	0.4786034	0.5159005	1.5396621	291	4	0.41	M-h	3Eh
a1754	19	0.15	K161D	41.94001	321.78538	59.34018	21.87858	0.3568383	0.6124944	1.3732027	86	5	0.4	M-h	3Eh
a3024	19.3	0.15	K161D	323.42052	298.49083	109.72331	13.99093	0.4291338	0.62428629	1.3558558	98	5	0.43	M-h	3Eh
a3027	19.5	0.15	K161D	344.87377	322.46139	197.56129	21.0576	0.5300325	1.32882924	0.8193886	353	7	0.56	M-v	3Eh
a3067	19.1	0.15	K161D	180.98407	64.93775	353.07549	15.32365	0.090062	0.88259967	1.0763666	777	5	0.43	M-v	3Eh
a3084	19.9	0.15	K161D	143.90921	192.7319	175.98719	9.28332	0.4276818	0.41254328	1.7871309	352	4	0.59	M-v	3Eh
a3116	20.1	0.15	K161D	316.42123	280.29069	37.15116	21.8231	0.5031342	0.73651719	1.21436	549	5	0.6	M-v	3Eh
a3305	21.4	0.15	K161D	240.78295	179.21419	183.337	3.50135	0.2198926	0.71620064	1.237218	373	6	0.44	M-h	3Eh
a3344	20	0.15	K161D	19.93927	184.42428	336.04489	26.80829	0.1959684	0.77965031	1.169148	92	4	0.59	M-v	3Eh
a3505	18.1	0.15	K161D	19.14058	59.69336	188.45041	3.80086	0.3367989	1.42735609	0.781234	442	9	0.45	M-v	3Eh
a3599	21	0.15	K161D	292.30615	227.99572	84.23732	3.11425	0.7237676	0.49248547	1.5880851	173	5	0.63	M-v	3Eh
a3734	18.8	0.15	K161D	48.75093	253.32611	62.48785	3.31407	0.7786209	0.45210552	1.6812908	201	5	0.43	M-h	3Eh
a3790	17.7	0.15	K161D	329.41758	114.63412	238.4481	8.26425	0.5530462	0.37545514	1.9029645	832	5	0.42	M-v	3Eh
a3831	19.2	0.15	K161D	271.51658	193.47344	159.39667	6.42354	0.5256079	0.35511109	1.9749672	48	5	0.29	M-v	3Eh
a4136	20.2	0.15	K161D	120.85871	29.60236	303.28883	10.24182	0.7549515	1.7713832	0.6764895	217	5	0.55	M-v	3Eh
a5014	20.2	0.15	K161D	232.06084	251.88232	220.26958	6.64453	0.6019763	0.91891624	1.047817	153	5	0.39	M-h	3Eh
a5071	18.1	0.15	K161D	301.5388	322.11864	150.74989	45.86585	0.0739548	0.94311861	1.0298133	954	7	0.37	M-v	3Eh
a5424	21.9	0.15	K161D	7.91626	61.92828	46.52566	21.48622	0.1710229	1.00074603	0.9898897	82	4	0.54	M-v	3Eh
a6746	20.2	0.15	K161D	148.45197	256.03465	246.75963	18.28329	0.4615851	0.86954948	1.0871092	191	6	0.46	M-v	3Eh
a6774	17.7	0.15	K161D	160.75618	13.0441	121.03191	13.20665	0.4505164	0.40308816	1.8149696	514	6	0.4	M-h	3Eh
a7248	20	0.15	K161D	24.23969	259.94342	95.10423	19.8798	0.1398071	0.95023785	1.0246633	291	4	0.41	M-v	3Eh
a7789	21.8	0.15	K161D	291.16903	53.52662	135.68239	3.68068	0.3903373	0.57595441	1.4306849	222	4	0.43	M-h	3Eh
a8203	20.4	0.15	K161D	257.48864	327.81793	243.05478	12.23578	0.6122751	0.25061004	2.4915546	109	4	0.47	M-v	3Eh
a8565	20	0.15	K161D	227.90603	243.37311	189.47821	18.30972	0.6002988	0.70943684	1.2450694	88	5	0.57	M-v	3Eh
a9057	21.3	0.15	K161D	50.20079	80.74488	345.84482	4.273	0.6148116	0.50852037	1.554523	151	6	0.44	M-h	3Eh
a9264	16.3	0.15	K161D	238.48024	219.53692	252.09672	52.39439	0.5695588	0.3470425	2.0054612	147	4	0.44	M-h	3Eh
b1660	21.1	0.15	K161D	245.53075	135.59955	159.3378	7.5837	0.2693343	0.67025774	1.2931279	216	4	0.45	M-h	3Eh
b3135	19.5	0.15	K161D	78.3964	59.40125	203.17866	4.38898	0.497405	0.46380609	1.6528943	205	6	0.39	M-h	3Eh
b4038	17	0.15	K161D	229.95158	62.70246	220.04714	0.82954	0.6347851	0.22305562	2.692737	192	4	0.37	M-h	3Eh
b4158	18.8	0.15	K161D	265.99203	149.55727	39.58499	23.77817	0.9267415	0.6915579	1.2664373	175	8	0.53	M-v	3Eh
b4851	16.8	0.15	K161D	144.55339	145.09018	9.8558	23.72081	0.6053764	0.26724604	2.3870519	1230	5	0.5	M-v	3Eh
b4855	20	0.15	K161D	35.64542	73.80441	233.72317	16.69662	0.445822	0.85475833	1.0996146	149	6	0.42	M-h	3Eh
b5054	20.7	0.15	K161D	308.23646	251.19818	316.39574	25.6029	0.4164669	0.66607305	1.2985384	75	6	0.52	M-h	3Eh
b5103	18.4	0.15	K161D	306.01088	220.73353	49.59071	49.7542	0.2796387	0.67566506	1.2862195	129	5	0.51	M-h	3Eh
b7097	19.6	0.15	K161D	250.27517	244.39325	267.09486	3.94179	0.5553135	0.3593981	1.9592305	212	6	0.48	M-h	3Eh
b7732	17	0.15	K161D	241.84252	67.30194	115.98171	23.57864	0.6213306	0.36741098	1.93064	410	5	0.38	M-h	3Eh
b8160	19.5	0.15	K161D	320.26951	290.93178	328.0306	11.64345	0.3002386	1.12290434	0.9167288	160	5	0.42	M-h	3Eh
b8358	19.2	0.15	K161D	307.15057	316.86419	226.25677	16.4944	0.4393854	0.43460877	1.7261176	108	5	0.52	M-h	3Eh
c0636	19.7	0.15	K161D	356.291	115.70112	120.87526	10.74355	0.2664855	1.09656082	0.9313528	269	5	0.37	M-h	3Eh
c0981	18.8	0.15	K161D	91.26298	167.72496	107.41257	9.65861	0.3952007	0.43428887	1.7269652	229	5	0.45	M-h	3Eh
c1906	17.9	0.15	K161D	65.24186	76.71418	243.89172	7.31349	0.6459019	0.51441807	1.5426186	469	7	0.48	M-h	3Eh
c2395	16.4	0.15	K161D	129.70898	107.61186	136.29484	11.60625	0.7638063	0.32244802	2.1061837	61	7	0.5	M-h	3Eh
c2406	20.3	0.15	K161D	177.63643	238.23331	91.0169	2.5366	0.7815574	0.65743439	1.3098888	75	6	0.59	M-h	3Eh
c2745	20.4	0.15	K161D	309.38403	103.14718	136.34194	2.3239	0.3268357	0.53612411	1.5006952	147	4	0.47	M-h	3Eh
c2758	20.2	0.15	K161D	249.84288	334.02288	321.99291	4.66876	0.3172054	0.60799354	1.3799714	254	5	0.54	M-v	3Eh
c2825	19.4	0.15	K161D	2.05238	118.2427	108.81563	29.95001	0.3934584	0.59146588	1.4055606	174	4	0.45	M-h	3Eh
c5186	17.7	0.15	K161D	120.7223	36.9997	290.37859	24.09656	0.0758267	0.84822708	1.105252	1416	4	0.39	M-h	3Eh
c5252	19.3	0.15	K161D	192.55944	101.917	155.48269	50.06426	0.1836917	0.91223322	1.0529283	63	7	0.49	M-v	3Eh
c5343	16.6	0.15	K161D	284.85188	224.2049	132.20872	29.54375	0.605198	0.27996565	2.3141929	1188	5	0.39	M-h	3Eh
c5605	19	0.15	K161D	256.28525	290.53908	342.14629	8.85934	0.5729929	0.44209696	1.706571	217	7	0.43	M-h	3Eh
c6454	20	0.15	K161D	127.02861	27.3646	240.63275	5.44623	0.9090669	0.72935891	1.2222926	80	4	0.59	M-v	3Eh
c6847	18.1	0.15	K161D	176.1834	333.14086	352.12391	5.83516	0.4625664	0.44774708	1.6921838	185	5	0.36	M-h	3Eh
c7505	18.4	0.15	K161D	41.70617	70.45624	313.99663	2.30112	0.873292	0.51479959	1.5418564	202	4	0.56	M-h	3Eh
c7668	20.4	0.15	K161D	48.23914	276.53044	346.87996	22.89431	0.433357	0.66697036	1.2973735	150	5	0.53	M-v	3Eh
c7746	20	0.15	K161D	221.9235	322.99735	259.84432	3.88301	0.5137953	0.35826182	1.9633709	253	5	0.45	M-h	3Eh
c8188	18.9	0.15	K161D	100.36236	59.14282	317.31882	11.7928	0.7762502	0.61739209	1.3659307	347	5	0.41	M-h	3Eh
c8945	20.4	0.15	K161D	288.97418	219.25807	44.2228	8.80783	0.3911023	0.49031073	1.5927775	125	4	0.44	M-h	3Eh
c9694	18.1	0.15	K161D	14.75596	106.69094	358.89152	19.06551	0.4921578	0.51305997	1.5453397	706	5	0.34	M-h	3Eh
d0725	19.7	0.15	K161D	280.48054	306.71817	70.40619	18.11053	0.3805439	1.25826378	0.8497443	207	5	0.55	M-h	3Eh
d0929	20.5	0.15	K161D	248.1013	1.37331	10.01633	18.80537	0.2245673	0.65866009	1.3082633	225	4	0.31	M-h	3Eh
d1211	18.5	0.15	K161D	220.2982	193.33165	84.31502	12.41381	0.4501047	0.37718688	1.8971354	142	5	0.46	M-h	3Eh
d5207	19.6	0.15	K161D	273.61754	66.293	218.50844	27.84965	0.489295	0.50190067	1.5681618	155	5	0.44	M-h	3Eh
d8188	19.5	0.15	K161D	157.28447	328.72619	134.27667	13.24585	0.2737147	1.22665328	0.8642807	194	4	0.43	M-h	3Eh
d9457	19.1	0.15	K161D	149.82873	210.75585	315.23239	26.09413	0.9560697	0.24796844	2.5092183	144	4	0.61	M-v	3Eh
d9774	18.7	0.15	K161D	238.28993	348.14916	199.20797	12.69562	0.5173396	0.3372151	2.0442376	892	5	0.34	M-v	3Eh
e1856	20.2	0.15	K161D	16.83962	63.52419	82.70293	24.27854	0.4779827	0.5630758	1.4524175	139	4	0.58	M-v	3Eh
e1954	18.8	0.15	K161D	144.18834	71.59724	92.05271	1.32691	0.2866567	1.3141403	0.8254832	107	4	0.44	M-h	3Eh
e3775	21	0.15	K161D	157.4083	314.18863	117.57333	5.46174	0.6800226	1.08453365	0.9382258	90	5	0.43	M-v	3Eh
e5212	18.1	0.15	K161D	218.01462	120.69225	0.13789	5.03873	0.7313387	0.61264358	1.3729797	187	7	0.42	M-h	3Eh
e5762	20.3	0.15	K161D	231.22871	87.62894	7.81391	5.77294	0.4479118	0.54703486	1.4806738	51	8	0.24	M-h	3Eh
e6213	20.3	0.15	K161D	158.71681	280.60809	127.11047	1.45915	0.5460752	0.37124944	1.9173093	575	5	0.36	M-h	3Eh
e8792	20.5	0.15	K161D	12.20889	108.08916	176.06004	9.6301	0.3774729	0.63487798	1.3407337	272	4	0.53	M-h	3Eh
e9836	18.1	0.15	K161D	160.58972	221.50573	222.71037	6.40791	0.5732259	0.36917466	1.9244862	146	7	0.41	M-h	3Eh
f0627	20.7	0.15	K161D	9.39374	257.31593	347.86021	13.09223	0.4426795	0.6533194	1.3153834	143	4	0.39	M-v	3Eh
f0778	18.1	0.15	K161D	102.0792	120.40161	187.5856	54.49983	0.719829	0.19862871	2.9092075	186	4	0.44	M-h	3Eh
f1165	21.8	0.15	K161D	284.98109	101.76411	154.91647	20.0749	0.5029129	0.48761818	1.5986355	77	4	0.38	M-v	3Eh
f2983	20.3	0.15	K161D	184.49289	162.68318	333.62073	5.8139	0.2904126	0.56866337	1.4428878	114	6	0.46	M-h	3Eh
f3260	19.4	0.15	K161D	186.53891	321.89563	220.10855	12.1471	0.381871	1.44030007	0.7765464	259	5	0.45	M-v	3Eh
f3577	20.3	0.15	K161D	356.237	127.74318	58.92018	14.31715	0.5698225	1.0879154	0.9362805	326	6	0.7	M-h	3Eh
f3989	19	0.15	K161D	93.22396	116.15837	198.47756	30.84157	0.5219547	0.83208224	1.1195029	96	5	0.36	M-h	3Eh
f4286	18.6	0.15	K161D	55.03912	295.85342	177.61434	21.84533	0.1992529	1.11145431	0.923014	206	4	0.43	M-h	3Eh
f4287	17.7	0.15	K161D	73.55251	238.21526	203.00231	13.50899	0.7572731	0.17124709	3.2115936	304	4	0.39	M-h	3Eh
f4990	21.9	0.15	K161D	8.02659	142.25697	134.22328	1.86595	0.3349765	0.64912255	1.321047	205	4	0.37	M-v	3Eh
f5029	15.8	0.15	K161D	110.18769	284.73501	275.59916	34.84483	0.6532288	0.31871576	2.1225944	175	6	0.38	M-h	3Eh
f5713	19.9	0.15	K161D	151.54079	153.00132	74.44466	6.97222	0.3673685	1.54427776	0.741286	111	6	0.6	M-v	3Eh
f5745	19.2	0.15	K161D	267.7375	216.02985	68.70375	10.56471	0.4563967	0.42702802	1.7464861	119	5	0.58	M-v	3Eh
f6195	19.4	0.15	K161D	229.1916	104.74319	24.24154	26.9184	0.1599553	0.88193125	1.0769104	181	7	0.38	M-v	3Eh
f6591	18.5	0.15	K161D	175.34037	290.51382	84.44547	10.9709	0.7348034	0.3869998	1.8649287	185	5	0.4	M-h	3Eh
f6801	19.6	0.15	K161D	14.65256	258.23946	67.98786	16.53235	0.4977004	0.75570403	1.1937175	241	6	0.48	M-v	3Eh
f7211	18.2	0.15	K161D	113.76652	143.56496	53.38754	10.8936	0.4874234	0.43423087	1.727119	241	6	0.52	M-h	3Eh
f7217	19.6	0.15	K161D	111.24019	327.88463	288.64007	19.5859	0.5503801	1.64374555	0.711071	155	4	0.58	M-h	3Eh
f7419	20.9	0.15	K161D	39.8069	214.22033	117.22701	9.35528	0.1274361	0.75064879	1.1990709	174	3	0.46	M-h	3Eh
f7612	18.3	0.15	K161D	357.85274	136.55537	112.0195	8.07174	0.3934541	0.48655625	1.6009607	97	6	0.42	M-v	3Eh
f7634	18.5	0.15	K161D	133.90473	343.98765	38.52338	20.42863	0.5934256	0.25511435	2.4621403	163	3	0.41	M-h	3Eh
f7816	20.2	0.15	K161D	35.84878	135.41548	156.44016	16.32911	0.2657593	0.705108	1.2501601	127	5	0.42	M-v	3Eh
f7871	18.2	0.15	K161D	141.35162	269.13292	271.1983	47.70757	0.7000279	0.3835574	1.8760704	271	3	0.41	M-v	3Eh
f7949	18.7	0.15	K161D	108.65436	173.81192	40.11847	38.28925	0.1977507	0.695107	1.2621228	238	3	0.49	M-v	3Eh
f8094	19.3	0.15	K161D	109.79165	297.62124	249.91551	38.34079	0.4407058	0.54437878	1.4854861	104	5	0.48	M-v	3Eh
f8135	19.6	0.15	K161D	169.04698	155.60467	38.35315	16.00031	0.3373443	0.5582822	1.4607196	68	5	0.62	M-h	3Eh
f8416	20.3	0.15	K161D	161.29142	121.53343	236.84711	4.69149	0.6245422	0.32582805	2.0915925	276	4	0.38	M-h	3Eh
f8849	20.6	0.15	K161D	117.27079	256.66656	91.48243	33.52387	0.1069772	0.97806227	1.0051365	103	2	0.4	M-h	3Eh
f9472	19.9	0.15	K161D	120.38025	9.60726	157.14281	23.76801	0.2001831	0.72694042	1.2250021	218	5	0.38	M-v	3Eh
f9624	20.5	0.15	K161D	304.40878	108.80399	40.42002	14.52227	0.0753512	0.982107	1.0023749	209	2	0.53	M-h	3Eh
f9880	19.7	0.15	K161D	99.9741	322.37242	102.10629	9.65346	0.6716796	0.24273998	2.5451214	125	3	0.4	M-h	3Eh
g0210	20.4	0.15	K161D	318.35299	149.60744	204.91858	10.62166	0.2349666	0.67762084	1.2837434	167	2	0.34	M-h	3Eh
g2686	21.5	0.15	K161D	294.43361	188.08094	101.46819	4.6949	0.2863879	1.25041129	0.8532981	280	5	0.44	M-h	3Eh
g2699	18.3	0.15	K161D	134.84969	109.88952	298.91392	7.69054	0.5930876	0.34894631	1.9981602	221	4	0.5	M-h	3Eh
g2787	16.7	0.15	K161D	140.14941	4.63523	1.44719	13.28745	0.6133268	0.23472709	2.6027188	171	4	0.44	M-h	3Eh
g3321	20.8	0.15	K161D	82.61938	164.1777	82.07066	2.3895	0.449291	0.39164963	1.8501385	597	3	0.4	M-v	3Eh
g3709	19.7	0.15	K161D	130.2826	304.73629	307.67659	12.99681	0.4046888	0.55201447	1.4717558	554	4	0.39	M-v	3Eh
g4482	19.6	0.15	K161D	85.04686	59.65003	244.05684	5.70641	0.2427327	0.70039685	1.2557599	139	4	0.42	M-h	3Eh
g5755	21.2	0.15	K161D	122.15918	159.90939	148.01399	9.45362	0.8703336	1.13282043	0.9113713	132	5	0.49	M-v	3Eh
g8209	20	0.15	K161D	121.64236	19.17506	87.59647	12.25573	0.4918754	0.36429795	1.941623	168	3	0.51	M-h	3Eh
g9094	20.1	0.15	K161D	190.1549	252.95411	9.09672	25.97939	0.1701302	0.83054499	1.1208838	151	3	0.38	M-h	3Eh
g9584	19.9	0.15	K161D	97.40726	251.17096	177.2633	2.57621	0.7000544	0.24951279	2.4988538	256	4	0.37	M-h	3Eh
h0440	17.5	0.15	K161D	40.16649	355.39736	283.79189	18.67007	0.5914023	0.26150385	2.421869	291	5	0.48	M-h	3Eh
h0544	18.6	0.15	K161D	108.99348	83.98928	339.71381	3.35479	0.8082481	0.30250097	2.1977833	136	3	0.41	M-h	3Eh
h0804	17.9	0.15	K161D	37.33384	262.93422	103.3772	12.39115	0.7554005	0.36232344	1.9486706	501	6	0.36	M-h	3Eh
h3953	20.9	0.15	K161D	146.55093	84.68431	250.78461	7.17305	0.201224	0.88211042	1.0767645	209	4	0.58	M-h	3Eh
h4096	18	0.15	K161D	116.87624	64.95267	22.99582	13.80376	0.7668359	0.37736767	1.8965295	223	3	0.48	M-h	3Eh
h4188	18.8	0.15	K161D	98.02143	241.47223	101.68098	23.36994	0.7629836	0.46698019	1.6453959	83	5	0.44	M-h	3Eh
h4196	21.3	0.15	K161D	344.76245	225.34436	214.26643	19.77825	0.1345614	0.90021072	1.0622823	163	4	0.51	M-v	3Eh
h4326	18.4	0.15	K161D	227.45763	352.9797	37.03787	18.94584	0.5311398	1.94682544	0.635211	132	9	0.42	M-v	3Eh
h4633	20.9	0.15	K161D	104.36571	265.68621	61.44758	22.88153	0.355473	0.69367562	1.2638584	95	4	0.39	M-h	3Eh
h4677	17.5	0.15	K161D	167.07934	188.75023	262.96168	68.4188	0.3663337	0.54194071	1.489938	102	4	0.37	M-v	3Eh
h4734	20	0.15	K161D	157.66576	299.45341	181.22069	24.63117	0.4383031	0.53915524	1.4950653	142	6	0.37	M-v	3Eh
h5159	17.1	0.15	K161D	9.61837	207.64559	110.87102	17.06741	0.6299607	0.23457572	2.6038383	177	6	0.41	M-v	3Eh
h5548	18.8	0.15	K161D	171.52138	160.69159	272.03696	7.22894	0.5276982	0.3452957	2.0122191	585	5	0.34	M-v	3Eh
h6329	20.1	0.15	K161D	56.32889	316.09853	207.91552	21.65753	0.7046254	0.19422047	2.953063	169	3	0.41	M-h	3Eh
h6671	18	0.15	K161D	41.92955	190.46724	80.61579	13.4211	0.6104725	0.23151979	2.626701	193	4	0.36	M-h	3Eh
h6724	19.9	0.15	K161D	85.32012	8.7598	286.01842	4.57257	0.3763194	0.47790377	1.6202265	908	3	0.34	M-h	3Eh
h6774	18.4	0.15	K161D	292.47399	87.26191	21.57969	21.39471	0.4863202	0.72065702	1.2321123	132	3	0.49	M-v	3Eh
h7841	20.9	0.15	K161D	357.80187	260.84501	183.90368	7.80845	0.3126503	1.04225972	0.9634269	90	6	0.49	M-v	3Eh
h7844	21.4	0.15	K161D	173.99306	9.83192	80.8023	2.01977	0.6654189	1.78225876	0.6737346	137	6	0.71	M-v	3Eh
h7905	19.8	0.15	K161D	97.35816	106.54759	72.49757	8.91347	0.667542	0.30360605	2.192447	172	5	0.46	M-h	3Eh
h8105	18.7	0.15	K161D	42.4786	18.73669	62.03048	1.58558	0.823946	0.3722938	1.913722	262	4	0.42	M-h	3Eh
h8661	19.4	0.15	K161D	19.65739	130.39054	303.29777	17.72768	0.2932482	0.74084404	1.2096271	107	4	0.26	M-h	3Eh
h8908	20.5	0.15	K161D	121.15388	140.48152	27.83884	0.3543	0.5418385	0.39018559	1.8547636	325	4	0.36	M-h	3Eh
h8955	21.1	0.15	K161D	114.40449	33.35758	342.89801	1.49118	0.4747803	0.79407993	1.1549413	122	4	0.39	M-v	3Eh
h9437	18.7	0.15	K161D	65.20288	50.53274	33.80385	6.5283	0.5497937	0.95241706	1.0230997	116	3	0.29	M-v	3Eh
h9877	19.5	0.15	K161D	203.39396	105.70441	73.03392	21.61926	0.3693282	0.71702667	1.2362677	126	4	0.48	M-v	3Eh
i0212	18.8	0.15	K161D	48.09994	223.22672	174.58627	3.44195	0.4300988	0.4523003	1.6808081	596	6	0.47	M-h	3Eh
i1641	18.6	0.15	K161D	128.00659	133.62168	51.95702	8.1782	0.5608761	0.34923561	1.9970566	357	4	0.29	M-v	3Eh
i1987	21.5	0.15	K161D	268.34098	251.17806	268.12015	11.72724	0.3695307	0.98873487	0.9978903	119	4	0.4	M-v	3Eh
i2037	19.3	0.15	K161D	40.74168	319.42364	292.82341	17.56663	0.6863507	0.1965848	2.9293376	487	2	0.39	M-h	3Eh
i2523	19.4	0.15	K161D	49.61239	242.36898	67.72006	6.7161	0.4248626	0.45812853	1.6665224	346	4	0.36	M-v	3Eh
i3103	18	0.15	K161D	43.36737	98.96461	322.79643	21.47318	0.1921045	0.93634762	1.0347719	365	3	0.49	M-v	3Eh
i3806	22	0.15	K161D	122.34475	121.3168	180.12964	26.38625	0.2478011	0.69698829	1.2598506	44	3	0.63	M-v	3Eh
i3880	19.4	0.15	K161D	48.87626	28.46057	323.1994	12.68734	0.4265951	0.42245083	1.7590787	257	4	0.38	M-h	3Eh
i4004	20.5	0.15	K161D	207.47933	262.06518	322.55994	17.2157	0.1744045	0.88978198	1.0705665	189	3	0.42	M-h	3Eh
i4193	18.2	0.15	K161D	51.11666	78.20347	39.13928	24.82901	0.1945994	0.89112133	1.0694935	179	4	0.45	M-h	3Eh
i4584	20.1	0.15	K161D	328.24471	252.15008	244.15579	4.72372	0.5386294	0.54108976	1.4914997	84	6	0.49	M-v	3Eh
i5305	19.9	0.15	K161D	37.27666	48.12262	349.66005	25.60669	0.2923262	0.66059913	1.3057019	132	3	0.39	M-h	3Eh
i5974	20.3	0.15	K161D	143.03808	159.57491	90.85166	3.7105	0.3637018	0.54862514	1.4778111	80	2	0.36	M-h	3Eh
i6791	18.3	0.15	K161D	82.48692	246.88594	21.55843	7.3062	0.7048125	0.29422444	2.2388082	188	5	0.51	M-h	3Eh
i6862	20.4	0.15	K161D	317.24592	248.40447	259.48809	4.2381	0.3483549	0.55945712	1.4586738	131	4	0.5	M-h	3Eh
i7755	19.6	0.15	K161D	347.85037	87.75291	44.48609	4.22183	0.5266009	0.44128566	1.708662	156	3	0.42	M-h	3Eh
i8003	19.5	0.15	K161D	149.00098	179.14087	55.95833	14.75672	0.4137671	0.43880799	1.7150878	268	4	0.42	M-h	3Eh
i8721	20.9	0.15	K161D	124.61848	61.77217	195.78957	3.93525	0.4120397	0.51366378	1.5441284	74	4	0.38	M-v	3Eh
j0142	19.9	0.15	K161D	30.41917	126.33931	255.69406	1.78026	0.54139	0.34873986	1.9989487	287	5	0.48	M-h	3Eh
j0263	18.8	0.15	K161D	325.95291	102.25793	92.29056	16.71572	0.4094379	0.57838307	1.426677	224	5	0.45	M-h	3Eh
j0270	20.7	0.15	K161D	349.37341	193.13376	307.61174	18.7274	0.3328578	0.5751837	1.4319626	67	5	0.54	M-v	3Eh
j0293	18.8	0.15	K161D	89.02446	121.31834	273.50423	35.33901	0.2756882	0.72131754	1.23136	253	4	0.51	M-v	3Eh
j0300	20.6	0.15	K161D	274.00373	109.30407	75.287	6.24722	0.3379236	1.07828856	0.9418449	84	5	0.46	M-v	3Eh
j0894	18.3	0.15	K161D	105.93669	139.25973	107.68197	8.13094	0.5931346	0.29753458	2.2221724	256	5	0.53	M-v	3Eh
j1003	19.2	0.15	K161D	344.94289	6.57878	154.24611	6.47575	0.4639183	0.43828962	1.7164399	58	4	0.45	M-h	3Eh
j1124	18	0.15	K161D	42.40936	337.26131	340.10274	10.00713	0.6985948	0.17147666	3.2087266	434	4	0.41	M-v	3Eh
j1157	21	0.15	K161D	346.46996	95.62903	56.56022	4.01824	0.2797887	0.67669913	1.2849088	334	3	0.44	M-h	3Eh
j1297	19.2	0.15	K161D	132.90713	222.93587	28.18271	30.80506	0.4949306	0.39474742	1.8404464	67	3	0.34	M-v	3Eh
