Des'n	H	G	Epoch	M	Peri.	Node	Incl.	e	n	a	#Obs	#Opp	rms	Per	ts
d	c	c	d	c	c	c	c	c	c	c	c	c	c	d	d
G2922	20.8	0.15	K161D	250.58153	291.18364	284.25899	10.29944	0.3817656	0.65123536	1.3181881	159	4	0.41	M-v	3Eh
G2979	18	0.15	K161D	354.74454	326.03256	311.62139	17.082	0.5438374	0.33904777	2.0368644	130	4	0.54	M-v	3Eh
G2998	17.9	0.15	K161D	81.33503	186.31939	285.43346	1.67951	0.4740696	0.36889328	1.9254647	825	6	0.43	M-h	3Eh
G3014	17.5	0.15	K161D	327.8378	27.54025	58.69661	9.94657	0.44534	0.41258655	1.787006	266	7	0.47	M-h	3Eh
G3026	21	0.15	K161D	131.00344	294.38473	247.91801	11.85807	0.3652696	0.66722431	1.2970443	65	4	0.55	M-h	3Eh
G3051	16.3	0.15	K161D	7.41652	322.30428	247.86309	9.28107	0.5693871	0.28799528	2.2709756	348	10	0.54	M-h	3Eh
G3067	19.8	0.15	K161D	255.2306	117.63632	87.45281	7.5989	0.5881498	0.33748288	2.0431561	62	3	0.54	M-v	3Eh
G3132	18.5	0.15	K161D	47.60938	110.53793	157.7653	48.78193	0.2951699	0.7318037	1.2195688	460	6	0.57	M-h	3Eh
G3243	16.4	0.15	K161D	43.81633	148.28742	203.61414	20.27514	0.6018172	1.48313981	0.76152	339	9	0.48	M-h	3Eh
G3249	18.4	0.15	K161D	196.65372	135.09038	201.76452	6.96814	0.3348326	0.63231701	1.3443514	1263	7	0.34	M-h	3Eh
G3348	20	0.15	K161D	321.81345	222.23537	259.52845	5.41533	0.4343436	1.20123619	0.8764298	281	5	0.45	M-h	3Eh
G3364	18.8	0.15	K161D	267.33658	275.23631	259.9862	4.18846	0.3691358	0.61760148	1.365622	303	8	0.42	M-h	3Eh
G3373	18.9	0.15	K161D	224.03434	259.46878	329.52494	1.66174	0.5467086	0.55317717	1.4696927	411	10	0.48	M-h	3Eh
G3683	19	0.15	K161D	239.05762	281.34292	52.53676	20.61793	0.6882609	0.49759904	1.5771864	133	7	0.4	M-h	3Eh
G3697	20	0.15	K161D	71.28762	353.69131	268.51776	2.95052	0.4727003	0.48283318	1.6091801	216	11	0.48	M-h	3Eh
G3818	18.4	0.15	K161D	274.26037	245.83862	241.08193	10.38947	0.3544639	0.72318	1.229245	363	7	0.41	M-h	3Eh
G3899	17.3	0.15	K161D	257.16322	326.44296	274.06154	8.46006	0.2106333	1.30903709	0.8276272	408	8	0.38	M-h	3Eh
G4121	16.2	0.15	K161D	56.94352	90.98773	38.33895	44.06176	0.291903	0.84285819	1.1099405	657	8	0.47	M-v	3Eh
G4202	20.8	0.15	K161D	108.83995	56.01736	342.98797	4.66813	0.2790948	1.00274231	0.9885755	405	9	0.45	M-h	3Eh
G4207	21.1	0.15	K161D	154.91522	280.28535	38.64063	13.64908	0.1361886	0.98373994	1.0012653	172	10	0.51	M-h	3Eh
G4211	19.4	0.15	K161D	102.52986	270.12596	67.80724	2.25814	0.4234846	0.45839112	1.6658859	308	3	0.56	M-v	3Eh
G4216	17.2	0.15	K161D	248.19143	326.28984	295.12764	19.94139	0.5651995	0.31236726	2.1512574	374	6	0.46	M-h	3Eh
G4400	17.4	0.15	K161D	130.5859	202.93671	219.01522	6.62731	0.4677607	0.46232422	1.6564244	637	9	0.44	M-h	3Eh
G8318	18.9	0.15	K161D	170.94929	139.79633	349.19035	6.49318	0.5428084	0.30993644	2.1624909	43	4	0.68	M-v	3Eh
H0086	18	0.15	K161D	311.0013	120.09649	75.67049	2.13021	0.6255178	0.37478312	1.9052386	251	7	0.52	M-h	3Eh
H0903	18.1	0.15	K161D	26.54853	115.30074	87.77543	8.26256	0.6031564	0.63797045	1.3363976	326	9	0.44	M-h	3Eh
H1576	18.5	0.15	K161D	202.3931	61.59901	208.12427	17.29293	0.5834775	0.87287998	1.0843422	206	9	0.57	M-h	3Eh
H1839	19.1	0.15	K161D	132.66925	321.88394	226.69559	17.07152	0.3109796	0.55813641	1.460974	455	6	0.43	M-h	3Eh
H2678	18.7	0.15	K161D	291.76038	127.201	77.06041	2.70235	0.6898486	0.23616993	2.5921073	327	3	0.39	M-v	3Eh
H3561	18.3	0.15	K161D	320.02577	211.3409	137.26246	28.0056	0.3109701	0.56583243	1.4476964	308	7	0.49	M-h	3Eh
H5706	18.4	0.15	K161D	358.32473	24.01449	299.71914	1.9915	0.3498892	0.91078641	1.0540431	1590	13	0.44	M-h	3Eh
H5729	20.3	0.15	K161D	241.39583	259.15144	124.34015	11.53599	0.4247908	0.68724975	1.2717244	167	8	0.47	M-h	3Eh
H7049	19.7	0.15	K161D	296.39962	259.67163	127.03771	0.64967	0.6142704	0.5841901	1.4172069	256	7	0.53	M-h	3Eh
H7614	17.6	0.15	K161D	159.20749	221.32054	104.87134	5.44253	0.5208461	0.37982339	1.888346	206	9	0.47	M-h	3Eh
H9806	20.2	0.15	K161D	55.03661	125.66289	335.72699	4.92107	0.5342053	0.38917664	1.8579679	301	4	0.54	M-v	3Eh
I0186	17.4	0.15	K161D	80.91418	243.0837	178.13036	8.5686	0.6308369	0.26169861	2.4206673	439	5	0.43	M-h	3Eh
I4266	19.4	0.15	K161D	198.30361	42.30289	101.1798	3.85149	0.6007877	0.31970581	2.1182101	582	5	0.38	M-v	3Eh
I5851	18.2	0.15	K161D	245.08688	289.76753	358.71147	8.67066	0.3765773	0.61767845	1.3655085	1012	10	0.56	M-v	3Eh
I6844	17.4	0.15	K161D	2.87408	54.61483	261.54921	7.77488	0.672297	0.25996515	2.4314161	326	6	0.44	M-h	3Eh
I7040	19.2	0.15	K161D	191.53849	243.83054	110.90577	6.04003	0.3224944	0.62417064	1.3560233	319	7	0.45	M-h	3Eh
I9040	19.9	0.15	K161D	283.84146	63.63198	130.10313	13.09419	0.3825863	0.61269845	1.3728978	158	7	0.47	M-h	3Eh
I9865	19.4	0.15	K161D	222.89295	224.17976	288.5499	21.61742	0.8054897	0.59129136	1.4058372	102	6	1.08	M-h	3Eh
J2559	20.4	0.15	K161D	231.19187	75.9371	228.1817	10.0606	0.2265287	0.88473807	1.0746315	155	4	0.6	M-v	3Eh
J2563	17.3	0.15	K161D	223.8463	110.66672	68.75076	24.75416	0.4079854	0.56322381	1.452163	642	8	0.43	M-h	3Eh
J2642	16.3	0.15	K161D	311.49598	299.87148	310.06485	6.79257	0.7695554	0.22926986	2.6438577	510	6	0.49	M-v	3Eh
J4006	20.4	0.15	K161D	105.87188	101.58732	184.98947	4.25696	0.4242958	0.56538077	1.4484673	290	7	0.44	M-h	3Eh
J4268	18.3	0.15	K161D	73.4244	107.69836	160.80345	5.43605	0.7873154	0.5627637	1.4529544	339	9	0.52	M-h	3Eh
J6068	18	0.15	K161D	141.42755	251.12417	33.60294	59.37735	0.6643861	0.31996042	2.1170862	141	6	0.43	M-h	3Eh
J6625	20.2	0.15	K161D	350.71184	287.1991	341.37998	13.72574	0.5913709	0.3925816	1.8472092	396	5	0.36	M-h	3Eh
J7588	17.2	0.15	K161D	251.23043	162.18467	338.07505	42.70387	0.4660484	0.39313187	1.8454851	70	7	0.39	M-h	3Eh
J79X00	B 18.6	0.15	K161D	316.24876	76.69995	84.7791	24.57904	0.7077715	0.29809403	2.2193912	16	1	1.39	M-v	3Eh
J83L00	C 19.3	0.15	K161D	239.68868	184.85272	159.5802	1.55554	0.7136828	0.23398539	2.608216	68	2	0.66	M-v	3Eh
J89U00	P 20.5	0.15	K161D	95.37817	17.57066	53.25418	3.85646	0.4727031	0.38723911	1.8641602	63	2	0.7	M-c	8
J89V00	B 19.7	0.15	K161D	117.0063	329.83469	38.83962	2.13171	0.4603506	0.38737286	1.8637311	38	2	0.69	M-v	3Eh
J9003	18.1	0.15	K161D	88.7485	297.68228	288.06587	21.61527	0.1519678	1.04952736	0.9589741	524	4	0.45	M-v	3Eh
J9145	18.2	0.15	K161D	212.88694	314.71327	300.36498	3.76922	0.7314995	0.46528256	1.6493957	282	6	0.4	M-h	3Eh
J91G00	O 20.0	0.15	K161D	114.80243	89.58365	24.15793	9.55572	0.6543846	0.3688157	1.9257347	79	5	0.6	M-v	3Eh
J94C01	J 21.4	0.15	K161D	322.73448	65.22914	172.07438	2.30674	0.3253367	0.54162077	1.4905247	166	3	0.37	M-v	3Eh
J94E00	K 20.3	0.15	K161D	359.37593	99.27073	333.05286	6.04038	0.6382979	0.31248007	2.1507396	99	3	0.46	M-v	3Eh
J94N00	E 19.8	0.15	K161D	130.81476	246.5547	104.65328	27.47022	0.6043211	0.33901361	2.0370012	37	1	1.16	M-v	3Eh
J94R00	C 19.3	0.15	K161D	108.02975	286.451	344.37083	4.75749	0.6031647	0.28900616	2.2656769	91	3	0.54	M-v	3Eh
J94X00	D 19.1	0.15	K161D	324.99887	249.38633	96.18937	4.31156	0.7342357	0.27432597	2.3458024	289	3	0.37	M-v	3Eh
J94X01	L 20.9	0.15	K161D	339.19574	356.54633	252.67374	28.16602	0.526191	1.79368868	0.6708694	101	3	0.74	M-v	3Eh
J95C00	R 21.7	0.15	K161D	20.74413	322.54649	342.61457	4.06509	0.868407	1.14102711	0.9069961	227	2	0.78	M-v	3Eh
J96A01	W 19.8	0.15	K161D	231.51174	229.32986	117.63993	4.75475	0.5185617	0.51828449	1.5349371	67	3	0.36	M-v	3Eh
J96J01	A 21.0	0.15	K161D	276.94267	248.4077	55.92094	21.58992	0.7004142	0.24003271	2.5642228	344	1	0.74	M-v	3Eh
J97G03	L 19.1	0.15	K161D	183.74531	261.07467	195.7489	6.68752	0.7807469	0.28699425	2.2762533	533	3	0.47	M-v	3Eh
J97G32	D 21.5	0.15	K161D	50.71518	226.62912	55.27615	5.25399	0.5977107	0.3253217	2.0937622	90	1	0.66	M-v	3Eh
J97Q01	K 20.3	0.15	K161D	337.57774	2.97699	306.77121	2.88675	0.6465305	0.21239648	2.78209	171	3	0.62	M-v	3Eh
J97V06	G 19.6	0.15	K161D	2.17387	250.87317	51.70893	18.50449	0.5642075	0.48235272	1.6102485	50	1	0.6	M-v	3Eh
J97W23	Q 20.7	0.15	K161D	357.9573	296.53768	55.85142	2.44836	0.4953971	0.43045599	1.7372016	167	3	0.52	M-v	3Eh
J9801	19.5	0.15	K161D	125.77943	86.70685	245.68811	2.28411	0.5698292	0.45076679	1.684618	70	5	0.65	M-v	3Eh
J98B07	Y 21.5	0.15	K161D	62.45003	90.41447	122.0536	3.28247	0.6069826	0.34288459	2.0216412	110	1	0.57	M-v	3Eh
J98F14	F 20.7	0.15	K161D	163.84441	301.15044	359.85634	38.69666	0.3122625	0.70250744	1.2532434	64	5	0.67	M-v	3Eh
J98H31	T 20.8	0.15	K161D	129.45886	80.60125	213.59994	6.8041	0.6962638	0.24487936	2.5302762	133	1	0.92	M-v	3Eh
J98H49	H 21.3	0.15	K161D	17.97804	287.86658	23.51217	8.41895	0.5023991	0.51042084	1.5506619	20	3	0.57	M-v	3Eh
J98Q00	P 21.2	0.15	K161D	84.17284	78.19876	326.66425	9.35639	0.5826614	0.41298168	1.7858659	179	3	0.63	M-v	3Eh
J98Q28	K 19.4	0.15	K161D	307.35904	204.58007	174.68703	7.8836	0.580021	0.27698837	2.3307464	127	1	0.61	M-v	3Eh
J98Q62	A 19.0	0.15	K161D	275.76482	273.41374	181.26494	24.9276	0.7466751	0.33008214	2.0735827	42	1	0.79	M-v	3Eh
J98S02	H 20.7	0.15	K161D	325.60353	268.30111	6.49358	2.40397	0.7136778	0.21673979	2.7447974	111	2	0.45	M-v	3Eh
J98S04	U 21.3	0.15	K161D	80.94397	241.78951	350.63401	23.15705	0.5803726	0.80130959	1.147984	93	2	0.53	M-v	3Eh
J98S14	Y 20.6	0.15	K161D	209.09091	22.48784	39.71764	3.48387	0.6716549	0.20712556	2.8290911	68	1	0.55	M-v	3Eh
J98S27	Z 20.6	0.15	K161D	146.53904	47.60431	166.7537	23.41684	0.5038184	1.14784635	0.9034003	24	1	0.67	M-v	3Eh
J98S36	L 20.3	0.15	K161D	114.90375	116.67223	353.13448	19.16183	0.4198499	0.59860634	1.3943608	16	1	0.35	M-v	3Eh
J98U18	S 20.7	0.15	K161D	26.94174	115.43825	207.31806	9.68215	0.6799371	0.2316868	2.6254386	23	1	0.57	M-v	3Eh
J98V32	F 21.1	0.15	K161D	205.81908	320.91024	236.29311	23.74472	0.4437968	1.25568364	0.8509079	90	4	0.76	M-v	3Eh
J98W01	Z 19.9	0.15	K161D	124.59947	137.24432	345.02214	4.30686	0.5553894	0.30965876	2.1637835	70	4	0.44	M-v	3Eh
J98W02	B 21.8	0.15	K161D	43.04067	78.60579	52.33865	2.38429	0.5869505	0.35488568	1.9758034	208	2	0.49	M-v	3Eh
J98X12	D 20.7	0.15	K161D	157.80787	69.51072	259.75342	13.49666	0.6235808	0.59650717	1.3976302	59	1	0.64	M-v	3Eh
J98Y04	M 19.7	0.15	K161D	218.45868	344.52458	341.77819	3.43511	0.7196957	0.54913539	1.4768955	188	3	0.58	M-v	3Eh
J99F00	A 20.7	0.15	K161D	68.05941	296.95575	166.12812	12.02852	0.1326848	0.88042299	1.0781399	208	2	0.47	M-v	3Eh
J99F19	R 22.0	0.15	K161D	301.23622	106.89169	0.60028	20.82193	0.4766721	0.51365385	1.5441483	39	1	0.64	M-v	3Eh
J99G04	L 19.7	0.15	K161D	181.00112	293.82435	178.5265	7.25757	0.6022824	0.31932035	2.1199144	46	2	0.62	M-v	3Eh
J99J01	E 19.9	0.15	K161D	302.20659	302.66098	53.13435	20.90199	0.701994	0.64755204	1.323182	133	4	0.61	M-v	3Eh
J99J10	Z 21.8	0.15	K161D	99.73325	79.99057	54.55929	25.92589	0.4732216	0.66011463	1.3063408	51	1	0.73	M-v	3Eh
J99L01	K 22.0	0.15	K161D	204.3295	223.61791	240.01452	11.90585	0.3326888	1.1404704	0.9072912	59	3	0.6	M-v	3Eh
J99L01	X 20.6	0.15	K161D	35.62935	133.46464	251.86988	19.81074	0.7263293	0.78456303	1.1642623	42	1	1	M-v	3Eh
J99R45	M 19.4	0.15	K161D	209.99822	88.70261	162.88419	10.88972	0.6440852	0.45216457	1.6811444	89	5	0.48	M-v	3Eh
J99S05	O 20.9	0.15	K161D	307.48121	359.80929	196.10357	13.36556	0.0652386	0.87089947	1.0859855	115	3	0.63	M-v	3Eh
J99S10	G 20.5	0.15	K161D	68.28912	103.31168	13.50031	23.55853	0.6133434	0.56241404	1.4535566	109	2	0.61	M-v	3Eh
J99T13	O 21.4	0.15	K161D	82.44131	302.34744	14.93521	20.29105	0.4358209	0.49534249	1.5819727	98	1	0.48	M-v	3Eh
J99T16	T 19.6	0.15	K161D	6.57642	149.19893	327.67745	2.01118	0.6653468	0.31064898	2.1591829	39	1	0.88	M-v	3Eh
J99U00	R 21.5	0.15	K161D	62.08228	18.06295	50.73357	3.59998	0.5043255	0.37668401	1.8988235	76	2	0.51	M-v	3Eh
J99V06	R 20.8	0.15	K161D	337.23665	294.16939	212.91823	8.52252	0.7582999	0.30368241	2.1920795	140	2	0.45	M-v	3Eh
J99X35	S 17.2	0.15	K161D	77.61805	332.99659	49.20614	19.41376	0.9462232	0.01308137	17.8388684	206	1	0.52	M-v	3Eh
J99XD6	K 20.3	0.15	K161D	148.60746	302.70449	63.30948	2.67031	0.6993487	0.26763856	2.3847174	140	2	0.62	M-v	3Eh
J99XD6	L 19.6	0.15	K161D	181.99606	275.00594	270.41665	8.90888	0.6477244	0.40207944	1.8180039	173	2	0.46	M-v	3Eh
J99Y00	D 21.1	0.15	K161D	59.40804	61.81397	9.49949	1.37837	0.5929319	0.25488187	2.4636372	99	1	0.5	M-v	3Eh
K00AK5	F 21.7	0.15	K161D	174.07971	127.33483	220.10498	2.40914	0.2768408	0.93733263	1.0340469	70	2	0.58	M-v	3Eh
K00B28	O 19.8	0.15	K161D	17.42109	303.24238	319.88968	6.34562	0.5996729	0.44514837	1.6987633	73	6	0.51	M-v	3Eh
K00C33	M 20.8	0.15	K161D	145.802	50.18793	132.86651	11.55162	0.2721266	0.64786258	1.3227592	201	3	0.57	M-v	3Eh
K00C33	O 21.1	0.15	K161D	175.57018	179.25351	319.57899	18.28844	0.568251	0.27828764	2.3234862	68	1	0.61	M-v	3Eh
K00C59	E 20.4	0.15	K161D	296.15333	307.52942	318.7053	12.26417	0.1666043	0.81225976	1.1376432	176	4	0.51	M-v	3Eh
K00CA1	P 19.9	0.15	K161D	288.4953	247.71608	160.39035	10.45131	0.6190587	0.41700128	1.7743711	190	3	0.44	M-v	3Eh
K00D01	N 19.7	0.15	K161D	80.46048	146.25396	42.28548	7.76812	0.667362	0.20043958	2.8916589	73	1	0.62	M-v	3Eh
K00D01	O 20.2	0.15	K161D	65.83032	302.71558	335.8878	3.45711	0.6817636	0.57639484	1.4299559	230	4	0.62	M-v	3Eh
K00E70	U 18.8	0.15	K161D	308.64881	253.28279	166.08468	13.05598	0.7648281	0.29791735	2.2202686	77	3	0.61	M-v	3Eh
K00K00	A 21.7	0.15	K161D	102.62581	83.11205	62.57734	6.70104	0.4623	0.64087305	1.3323594	147	2	0.5	M-v	3Eh
K00L03	F 21.6	0.15	K161D	260.22147	224.05855	82.08009	14.61035	0.6548546	0.23576869	2.5950474	67	1	0.82	M-v	3Eh
K00P05	Y 21.1	0.15	K161D	155.39142	94.67681	147.41406	3.79122	0.6007434	0.27968171	2.3157589	43	1	0.61	M-v	3Eh
K00P09	P 19.1	0.15	K161D	122.02785	159.52575	171.73128	5.59345	0.5526279	0.27755269	2.3275861	195	3	0.5	M-v	3Eh
K00Q07	S 19.5	0.15	K161D	172.53171	218.68074	153.46813	3.20155	0.6639486	0.22461486	2.6802608	59	4	0.63	M-v	3Eh
K00Q07	V 21.4	0.15	K161D	111.54131	79.48574	154.80898	9.12464	0.522949	0.58926401	1.4090598	171	3	0.58	M-v	3Eh
K00Q07	W 19.8	0.15	K161D	233.53825	190.74207	158.69877	4.16784	0.4684064	0.36298726	1.9462941	869	3	0.51	M-v	3Eh
K00S10	L 21.9	0.15	K161D	226.25612	78.51481	208.79003	1.46323	0.3386297	0.61325298	1.37207	38	1	0.61	M-v	3Eh
K00T28	U 20.8	0.15	K161D	180.41809	280.82489	203.04414	15.60194	0.1826679	0.88691656	1.0728711	84	2	0.53	M-v	3Eh
K00U11	G 20.4	0.15	K161D	225.02984	240.57351	224.1992	8.92147	0.5725885	0.36798788	1.9286217	413	2	0.55	M-v	3Eh
K00Y29	F 20.3	0.15	K161D	65.04631	27.92301	124.87247	6.2994	0.3712794	0.54109343	1.491493	172	5	0.67	M-v	3Eh
K00Y29	G 18.8	0.15	K161D	240.19979	358.48032	92.42582	18.86322	0.6922003	0.17369185	3.1813864	80	1	0.54	M-v	3Eh
K01D47	F 20.2	0.15	K161D	99.36148	260.19254	146.68014	18.47451	0.3706496	0.73583161	1.2151142	79	5	0.44	M-v	3Eh
K01E00	C 18.6	0.15	K161D	219.69635	108.40329	323.20529	0.59228	0.7729325	0.23835936	2.5762099	250	1	0.57	M-v	3Eh
K01F58	A 21.6	0.15	K161D	111.45905	114.44093	155.92447	8.21425	0.7191883	0.29091508	2.2557548	52	2	0.36	M-v	3Eh
K01F58	C 20.4	0.15	K161D	207.81292	261.17843	174.64832	6.77304	0.3432052	0.95634152	1.0202988	145	6	0.44	M-v	3Eh
K01F90	B 19.8	0.15	K161D	285.09832	15.08512	265.71199	1.88353	0.777263	0.25445879	2.4663672	34	1	0.34	M-v	3Eh
K01F90	E 20.7	0.15	K161D	165.24511	145.0782	98.55164	8.79086	0.4943946	0.36628163	1.9346064	276	2	0.7	M-v	3Eh
K01G02	L 20.6	0.15	K161D	137.25781	42.80367	191.94448	34.83207	0.6491012	0.2276965	2.6560229	18	1	0.55	M-v	3Eh
K01G02	R 21.6	0.15	K161D	266.42338	99.27279	190.2848	11.82726	0.6216469	0.38764655	1.8628538	77	2	0.41	M-v	3Eh
K01G02	T 19.8	0.15	K161D	2.53673	358.5273	146.28581	3.66132	0.6313273	0.26469504	2.4023642	80	3	0.44	M-v	3Eh
K01H00	B 20.4	0.15	K161D	326.21494	237.85336	195.94018	9.28854	0.693784	0.65435477	1.3139955	75	5	0.55	M-v	3Eh
K01H04	A 17.7	0.15	K161D	138.1171	95.0453	354.65451	17.20668	0.7956338	0.22453489	2.6808972	118	3	0.39	M-v	3Eh
K01H07	Z 19.8	0.15	K161D	141.9119	312.69597	156.40947	5.42059	0.4981273	0.5538172	1.4685602	98	3	0.43	M-v	3Eh
K01J01	V 21.4	0.15	K161D	188.60172	200.99294	92.31277	6.62991	0.4354957	0.44291321	1.7044737	129	2	0.53	M-v	3Eh
K01K54	F 20.3	0.15	K161D	1.94215	170.85082	172.52453	1.62986	0.6512128	0.27571128	2.3379382	54	2	0.45	M-v	3Eh
K01L00	D 20.1	0.15	K161D	356.22699	113.30224	79.30736	29.54259	0.3629672	0.60114679	1.3904297	87	1	1.25	M-v	3Eh
K01P09	T 20.8	0.15	K161D	79.22421	261.47395	330.11536	7.17506	0.4549788	0.55384922	1.4685036	218	2	0.49	M-v	3Eh
K01Q34	C 20.1	0.15	K161D	221.51925	215.35209	271.66122	6.23565	0.1875673	0.82230856	1.1283561	303	3	0.45	M-v	3Eh
K01S03	Q 21.6	0.15	K161D	151.90994	268.18652	356.18056	23.89727	0.2545281	0.84249497	1.1102595	114	3	0.51	M-v	3Eh
K01SQ9	Y 21.5	0.15	K161D	178.30037	223.63593	232.30077	1.86589	0.5973927	0.45286965	1.6793991	112	2	0.47	M-v	3Eh
K01SQ9	Z 19.6	0.15	K161D	352.85361	191.15274	98.96232	2.45139	0.6613947	0.27101405	2.3648749	145	3	0.46	M-v	3Eh
K01SS6	G 20.9	0.15	K161D	44.11114	56.2067	241.20831	7.77079	0.3472463	0.62264889	1.3582318	67	4	0.47	M-v	3Eh
K01T02	A 22.0	0.15	K161D	45.4556	227.37708	50.40832	3.26629	0.646881	0.41842849	1.770334	119	2	0.47	M-v	3Eh
K01T45	C 19.2	0.15	K161D	92.60633	65.99014	36.05865	15.56679	0.6419749	0.29831212	2.2183094	136	3	0.52	M-v	3Eh
K01V00	B 18.4	0.15	K161D	338.55595	230.64264	299.73165	8.56502	0.8941582	0.27497325	2.3421197	53	1	0.73	M-v	3Eh
K01V02	C 21.2	0.15	K161D	10.3559	103.89679	67.13197	12.51056	0.1320849	0.92808267	1.0409062	47	2	0.64	M-v	3Eh
K01V05	J 21.2	0.15	K161D	78.43136	67.53247	44.80828	6.0727	0.5615304	0.36626341	1.9346706	28	1	0.59	M-v	3Eh
K01X31	P 21.8	0.15	K161D	228.87151	81.78845	241.3	6.15029	0.3870934	0.80098206	1.1482969	14	1	0.24	M-v	3Eh
K01Y03	P 22.0	0.15	K161D	191.42143	36.32119	101.96249	7.92675	0.6208472	0.24982434	2.4967758	127	2	0.69	M-v	3Eh
K01Y03	V 20.2	0.15	K161D	85.33058	243.93462	107.62836	5.21005	0.7197761	0.36294273	1.9464533	77	2	0.76	M-v	3Eh
K01Y04	E 20.7	0.15	K161D	301.10337	318.74125	305.60395	4.83831	0.5404063	1.77003807	0.6768321	178	2	0.62	M-v	3Eh
K01Y05	B 20.9	0.15	K161D	306.57594	115.37805	108.28124	5.56062	0.8655609	0.27420917	2.3464685	396	1	0.49	M-v	3Eh
K02A00	V 20.9	0.15	K161D	234.69729	285.58236	124.02573	2.84249	0.6607864	0.2546876	2.4648898	211	2	0.66	M-v	3Eh
K02A01	Y 20.8	0.15	K161D	28.60504	323.8316	287.87202	29.89114	0.437366	1.43359574	0.7789655	118	5	0.67	M-v	3Eh
K02A01	Z 22.0	0.15	K161D	175.78728	96.9477	113.73439	8.14268	0.6647534	0.32064324	2.1140796	64	1	0.55	M-v	3Eh
K02A04	T 21.2	0.15	K161D	156.7391	203.02162	323.50945	1.50053	0.4464639	0.38633047	1.8670821	195	2	0.47	M-v	3Eh
K02A09	C 21.0	0.15	K161D	136.11223	28.42004	2.58981	2.28413	0.5607559	0.44314269	1.7038852	47	2	0.5	M-v	3Eh
K02B26	M 20.1	0.15	K161D	218.94277	180.45438	319.65268	16.21452	0.4443603	0.39726311	1.8326684	239	2	0.52	M-v	3Eh
K02C09	Y 19.5	0.15	K161D	238.51646	117.33747	305.35461	41.95033	0.5076184	0.46640917	1.6467386	61	1	0.61	M-v	3Eh
K02C14	D 20.6	0.15	K161D	259.31144	141.20164	127.69362	2.88667	0.5792361	0.41565815	1.7781915	47	3	0.52	M-v	3Eh
K02D03	O 22.0	0.15	K161D	147.3166	165.52469	56.13339	3.80147	0.4991612	0.38841347	1.8604008	79	1	0.72	M-v	3Eh
K02E02	Y 19.3	0.15	K161D	115.97853	50.98293	343.48805	21.74617	0.4863057	0.43483998	1.7255057	86	4	0.47	M-v	3Eh
K02E11	U 21.9	0.15	K161D	292.26927	274.78389	346.01689	2.92222	0.6807702	0.27416232	2.3467358	71	1	0.67	M-v	3Eh
K02E11	V 20.0	0.15	K161D	219.41915	217.33625	184.31771	11.78646	0.8909959	0.32474598	2.0962361	78	4	0.58	M-v	3Eh
K02F00	C 18.9	0.15	K161D	309.35366	194.95508	50.36575	6.78503	0.6589135	0.20622727	2.8373004	204	3	0.64	M-v	3Eh
K02F05	Q 20.5	0.15	K161D	45.3529	80.72648	196.22812	7.55916	0.588107	0.37181174	1.9153757	76	3	0.63	M-v	3Eh
K02G05	M 21.5	0.15	K161D	153.32881	274.54019	13.46925	7.28093	0.6949026	0.32104379	2.1123208	22	1	0.6	M-v	3Eh
K02G08	J 19.4	0.15	K161D	243.81585	174.22876	145.1354	30.45521	0.6837894	0.16941295	3.234732	112	3	0.6	M-v	3Eh
K02G08	Z 18.2	0.15	K161D	342.86045	161.4689	309.84642	5.30494	0.6388089	0.20725298	2.8279313	113	3	0.5	M-v	3Eh
K02H11	P 20.4	0.15	K161D	242.31944	90.33956	9.31551	5.13544	0.7648146	0.33132166	2.0684078	60	1	0.63	M-v	3Eh
K02J08	X 20.3	0.15	K161D	256.01625	338.13342	68.60839	4.31486	0.3052334	1.45859871	0.770038	81	3	0.64	M-v	3Eh
K02J08	Z 21.1	0.15	K161D	12.66085	338.71008	200.66271	9.79669	0.6469294	0.21725927	2.7404203	154	1	0.53	M-v	3Eh
K02J09	E 21.2	0.15	K161D	221.24277	255.43291	200.07972	8.83004	0.4166186	0.89327341	1.0677751	94	6	0.54	M-v	3Eh
K02J09	Q 19.2	0.15	K161D	53.91672	76.06206	51.93618	25.00011	0.3944832	0.79236228	1.1566098	172	4	0.42	M-v	3Eh
K02K04	G 20.9	0.15	K161D	258.92333	149.74534	64.49055	27.64765	0.6638285	0.19587811	2.936379	182	1	0.74	M-v	3Eh
K02K04	J 19.4	0.15	K161D	3.01777	155.14436	75.66044	27.86208	0.559505	0.28908071	2.2652874	75	2	0.39	M-v	3Eh
K02K08	K 21.0	0.15	K161D	352.67271	174.11564	76.99179	24.5269	0.4658664	0.36090728	1.9537648	108	2	0.58	M-v	3Eh
K02L00	X 21.1	0.15	K161D	162.22845	345.32716	197.58986	3.23172	0.6705378	0.24700051	2.5157693	73	1	0.52	M-v	3Eh
K02L38	T 20.3	0.15	K161D	20.83364	162.77315	259.45963	6.19944	0.3138535	1.26910619	0.8448976	122	3	0.46	M-v	3Eh
K02M00	X 21.7	0.15	K161D	165.17329	237.86954	284.01837	1.95557	0.7964363	0.24853079	2.5054318	32	1	0.46	M-v	3Eh
K02M03	R 21.4	0.15	K161D	140.01613	67.23464	110.34105	9.78802	0.620943	0.53246469	1.5075631	78	1	0.62	M-v	3Eh
K02M03	T 19.9	0.15	K161D	329.99597	25.24218	168.45725	6.51922	0.6911968	0.20987103	2.804364	66	1	0.57	M-v	3Eh
